organization_identifier.x,organization_name.x,organization_type_text.x,action_identifier,action_name.x,actionAgencyCode.x,action_type_code.x,action_status_code.x,completion_date.x,organization_id.x,asessment_unit_identifier,pollutant_name,pollutant_source_type_code,explicit_margin_of_safety_text,implicit_margin_of_safety_text,load_allocation_numeric,load_allocation_units_text,permits,TMDL_end_point_text,parameters,TMDL_date.x,indian_country_indicator.x,water_type_code,organization_identifier.y,organization_name.y,organization_type_text.y,action_name.y,actionAgencyCode.y,action_type_code.y,action_status_code.y,completion_date.y,organization_id.y,documentAgencyCode,document_type_code,document_file_type,document_file_name,document_name,document_comments,document_url,TMDL_date.y,indian_country_indicator.y,parameters_name
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2893O,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2893I,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2893J,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2893K,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2893L,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2893V,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2893X,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2893Q,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL1588A,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL1891A,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2630B,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL3172,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL3171,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL283,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2740B,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2873C,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL926A1,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL3635A,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL1349A,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2893X1,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2899C,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2899B,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL1677C,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL889A,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL647A,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL756B,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL1981C,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL10EA,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL1402C,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL1730B,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL3183B,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL1706,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL3738B,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL3605G,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL3605H,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2821B,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2978A,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL1623M,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
21FL303D,Florida,State,FL53320AMD_2020,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,FL2713D,MERCURY IN FISH TISSUE,Nonpoint source,NA,NA,NA,NA,"<tibble[,3]>",NA,"<tibble[,2]>",2022-06-30,NA,"LAKE, FRESHWATER",21FL303D,Florida,State,Florida Statewide Mercury TMDL as Amended through 2020,E,TMDL,EPA Final Action,2022-03-09,21FL303D,S,TMDL Report,application/pdf,FL Statewide Mercury TMDL with Appx2013.pdf,tmdl document,NA,https://attains.epa.gov/attains-public/api/documents/actions/21FL303D/FL53320AMD_2020/205480,2022-06-30,NA,MERCURY IN FISH TISSUE
